time	theta_1	theta_2	theta_3	phi	psi	theta_1_dot	theta_2_dot	theta_3_dot	phi_dot	psi_dot	motor_1_mode	motor_1_theta	motor_1_angvel	motor_1_torque_limit	motor_1_torque	motor_2_mode	motor_2_theta	motor_2_angvel	motor_2_torque_limit	motor_2_torque	motor_3_mode	motor_3_theta	motor_3_angvel	motor_3_torque_limit	motor_3_torque
6232	0.763922432367	0.905048664853	0.0107378655152	0	0	-0.0	0.967610537306	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6244	0.763922432367	0.918854491943	0.0107378655152	0	0	-0.0	0.967610537306	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6256	0.763922432367	0.934194299822	0.0107378655152	0	0	-0.0	0.967610537306	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6270	0.763922432367	0.949534107701	0.0107378655152	0	0	-0.0	0.967610537306	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6284	0.763922432367	0.963339934792	0.0107378655152	0	0	-0.0	0.967610537306	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6297	0.763922432367	0.978679742671	0.0107378655152	0	0	-0.0	0.921533845053	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6309	0.763922432367	0.992485569762	0.0107378655152	0	0	-0.0	0.967610537306	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6321	0.763922432367	1.00475741607	0.0107378655152	0	0	-0.0	0.967610537306	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6334	0.763922432367	1.02009722394	0.0107378655152	0	0	-0.0	0.967610537306	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6347	0.763922432367	1.03390305103	0.0107378655152	0	0	-0.0	0.967610537306	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6359	0.763922432367	1.04770887813	0.0107378655152	0	0	-0.0	0.967610537306	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6371	0.763922432367	1.05998072443	0.0107378655152	0	0	-0.0	0.967610537306	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6384	0.763922432367	1.07532053231	0.0107378655152	0	0	-0.0	0.967610537306	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6398	0.763922432367	1.0891263594	0.0107378655152	0	0	-0.0	0.967610537306	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6411	0.763922432367	1.10446616728	0.0107378655152	0	0	-0.0	0.921533845053	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6424	0.763922432367	1.11980597516	0.0107378655152	0	0	-0.0	0.921533845053	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6437	0.763922432367	1.13514578304	0.0107378655152	0	0	-0.0	0.921533845053	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6450	0.763922432367	1.14741762934	0.0107378655152	0	0	-0.0	0.967610537306	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6470	0.763922432367	1.16275743722	0.0107378655152	0	0	-0.0	0.967610537306	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6487	0.763922432367	1.1903690914	0.0107378655152	0	0	-0.0	0.967610537306	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6499	0.763922432367	1.20417491849	0.0107378655152	0	0	-0.0	0.967610537306	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6511	0.763922432367	1.21798074558	0.0107378655152	0	0	-0.0	0.921533845053	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6524	0.763922432367	1.23178657267	0.0107378655152	0	0	-0.0	0.921533845053	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6536	0.763922432367	1.24405841898	0.0107378655152	0	0	-0.0	0.921533845053	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6548	0.763922432367	1.25633026528	0.0107378655152	0	0	-0.0	0.921533845053	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6560	0.762388451579	1.27013609237	0.0107378655152	0	0	-0.0	0.967610537306	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6573	0.763922432367	1.28700988104	0.0107378655152	0	0	-0.0	1.01368722956	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6586	0.763922432367	1.30081570813	0.0107378655152	0	0	-0.0	1.01368722956	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6598	0.763922432367	1.31615551601	0.0107378655152	0	0	-0.0	0.967610537306	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6611	0.763922432367	1.32842736231	0.0107378655152	0	0	-0.0	1.01368722956	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6624	0.763922432367	1.34376717019	0.0107378655152	0	0	-0.0	0.967610537306	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6637	0.763922432367	1.35910697807	0.0107378655152	0	0	-0.0	0.967610537306	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6650	0.763922432367	1.37444678595	0.0107378655152	0	0	-0.0	1.01368722956	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6662	0.763922432367	1.38671863225	0.0107378655152	0	0	-0.0	0.967610537306	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6675	0.763922432367	1.40359242092	0.0107378655152	0	0	-0.0	0.967610537306	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6688	0.763922432367	1.41586426722	0.0107378655152	0	0	-0.0	0.967610537306	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6700	0.763922432367	1.4312040751	0.0107378655152	0	0	-0.0	1.01368722956	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6712	0.763922432367	1.4434759214	0.0107378655152	0	0	-0.0	0.921533845053	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6725	0.763922432367	1.45881572928	0.0107378655152	0	0	-0.0	0.967610537306	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6738	0.763922432367	1.47262155637	0.0107378655152	0	0	-0.0	0.967610537306	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6750	0.762388451579	1.48642738346	0.0107378655152	0	0	-0.0	1.01368722956	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6762	0.763922432367	1.50023321055	0.0107378655152	0	0	-0.0	0.967610537306	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6775	0.763922432367	1.51557301843	0.0107378655152	0	0	-0.0	0.967610537306	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6789	0.763922432367	1.52937884552	0.0107378655152	0	0	-0.0	0.921533845053	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6802	0.763922432367	1.54011671104	0.0107378655152	0	0	-0.0	0.69115038379	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6814	0.763922432367	1.5447186534	0.0107378655152	0	0	-0.0	0.460766922527	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6827	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	0.230383461263	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6840	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	0.0921533845053	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6852	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6864	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6879	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6898	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6911	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6924	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6937	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6949	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6962	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6975	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6988	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7000	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7013	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7026	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7039	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7052	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7065	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7077	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7089	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7102	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7115	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7128	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7140	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7153	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7166	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7179	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7192	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7204	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7216	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7228	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7241	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7254	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7267	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7279	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7291	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7305	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7318	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7339	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7351	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7363	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7375	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7389	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7406	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7419	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7432	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7445	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7458	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7470	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7483	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7495	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7507	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7520	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7532	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7545	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7558	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7570	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7582	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7595	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7608	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7621	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7634	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7647	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7659	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7671	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7683	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7696	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7709	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7721	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7734	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7747	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7760	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7785	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7798	0.763922432367	1.54932059576	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7811	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7823	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7836	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7848	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7863	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7877	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7890	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7904	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7917	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7929	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7941	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7954	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7967	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7979	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7992	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8004	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8016	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8028	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8040	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8053	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8065	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8077	0.763922432367	1.54778661498	0.0122718463031	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8089	0.763922432367	1.54778661498	0.0107378655152	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
