time	theta_1	theta_2	theta_3	phi	psi	theta_1_dot	theta_2_dot	theta_3_dot	phi_dot	psi_dot	motor_1_mode	motor_1_theta	motor_1_angvel	motor_1_torque_limit	motor_1_torque	motor_2_mode	motor_2_theta	motor_2_angvel	motor_2_torque_limit	motor_2_torque	motor_3_mode	motor_3_theta	motor_3_angvel	motor_3_torque_limit	motor_3_torque
3436	-0.00306796157577	0.013805827091	1.0385049934	0	0	-0.0	-0.0	-0.414690230274	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
3461	-0.00306796157577	0.013805827091	1.02469916631	0	0	-0.0	-0.0	-0.506843614779	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
3486	-0.00306796157577	0.013805827091	1.01242732	0	0	-0.0	-0.0	-0.460766922527	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
3511	-0.00306796157577	0.013805827091	1.0001554737	0	0	-0.0	-0.0	-0.368613538021	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
3536	-0.00306796157577	0.013805827091	0.98634964661	0	0	-0.0	-0.0	-0.414690230274	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
3561	-0.00306796157577	0.013805827091	0.972543819519	0	0	-0.0	-0.0	-0.552920307032	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
3586	-0.00460194236366	0.013805827091	0.958737992429	0	0	-0.0	-0.0	-0.460766922527	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
3611	-0.00306796157577	0.013805827091	0.944932165338	0	0	-0.0	-0.0	-0.460766922527	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
3636	-0.00306796157577	0.013805827091	0.931126338247	0	0	-0.0	-0.0	-0.506843614779	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
3661	-0.00306796157577	0.013805827091	0.917320511156	0	0	-0.0	-0.0	-0.506843614779	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
3685	-0.00306796157577	0.013805827091	0.903514684065	0	0	-0.0	-0.0	-0.506843614779	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
3712	-0.00306796157577	0.013805827091	0.889708856974	0	0	-0.0	-0.0	-0.460766922527	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
3737	-0.00306796157577	0.013805827091	0.875903029883	0	0	-0.0	-0.0	-0.460766922527	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
3762	-0.00306796157577	0.013805827091	0.860563222004	0	0	-0.0	-0.0	-0.506843614779	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
3790	-0.00306796157577	0.013805827091	0.848291375701	0	0	-0.0	-0.0	-0.460766922527	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
3815	-0.00306796157577	0.013805827091	0.832951567822	0	0	-0.0	-0.0	-0.506843614779	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
3840	-0.00306796157577	0.013805827091	0.819145740731	0	0	-0.0	-0.0	-0.506843614779	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
3868	-0.00306796157577	0.013805827091	0.803805932852	0	0	-0.0	-0.0	-0.506843614779	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
3897	-0.00306796157577	0.013805827091	0.790000105761	0	0	-0.0	-0.0	-0.460766922527	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
3922	-0.00306796157577	0.013805827091	0.773126317094	0	0	-0.0	-0.0	-0.506843614779	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
3946	-0.00306796157577	0.013805827091	0.757786509216	0	0	-0.0	-0.0	-0.460766922527	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
3971	-0.00306796157577	0.013805827091	0.745514662912	0	0	-0.0	-0.0	-0.460766922527	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
3997	-0.00306796157577	0.013805827091	0.731708835821	0	0	-0.0	-0.0	-0.460766922527	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
4022	-0.00306796157577	0.013805827091	0.716369027943	0	0	-0.0	-0.0	-0.460766922527	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
4047	-0.00306796157577	0.013805827091	0.702563200852	0	0	-0.0	-0.0	-0.506843614779	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
4071	-0.00306796157577	0.013805827091	0.690291354549	0	0	-0.0	-0.0	-0.460766922527	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
4096	-0.00306796157577	0.013805827091	0.676485527458	0	0	-0.0	-0.0	-0.460766922527	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
4121	-0.00306796157577	0.013805827091	0.664213681154	0	0	-0.0	-0.0	-0.506843614779	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
4146	-0.00306796157577	0.013805827091	0.650407854064	0	0	-0.0	-0.0	-0.460766922527	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
4171	-0.00306796157577	0.013805827091	0.636602026973	0	0	-0.0	-0.0	-0.506843614779	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
4195	-0.00306796157577	0.013805827091	0.622796199882	0	0	-0.0	-0.0	-0.506843614779	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
4220	-0.00306796157577	0.013805827091	0.608990372791	0	0	-0.0	-0.0	-0.460766922527	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
4245	-0.00306796157577	0.013805827091	0.5951845457	0	0	-0.0	-0.0	-0.460766922527	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
4270	-0.00306796157577	0.013805827091	0.581378718609	0	0	-0.0	-0.0	-0.460766922527	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
4297	-0.00306796157577	0.013805827091	0.567572891518	0	0	-0.0	-0.0	-0.460766922527	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
4322	-0.00306796157577	0.013805827091	0.553767064427	0	0	-0.0	-0.0	-0.460766922527	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
4348	-0.00306796157577	0.013805827091	0.539961237336	0	0	-0.0	-0.0	-0.460766922527	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
4376	-0.00306796157577	0.013805827091	0.526155410245	0	0	-0.0	-0.0	-0.506843614779	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
4401	-0.00306796157577	0.0122718463031	0.510815602366	0	0	-0.0	-0.0	-0.460766922527	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
4426	-0.00306796157577	0.013805827091	0.497009775275	0	0	-0.0	-0.0	-0.460766922527	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
4450	-0.00306796157577	0.013805827091	0.483203948184	0	0	-0.0	-0.0	-0.506843614779	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
4476	-0.00306796157577	0.013805827091	0.467864140305	0	0	-0.0	-0.0	-0.460766922527	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
4501	-0.00460194236366	0.013805827091	0.455592294002	0	0	-0.0	-0.0	-0.460766922527	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
4526	-0.00306796157577	0.013805827091	0.440252486123	0	0	-0.0	-0.0	-0.506843614779	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
4552	-0.00306796157577	0.013805827091	0.424912678244	0	0	-0.0	-0.0	-0.506843614779	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
4576	-0.00306796157577	0.013805827091	0.412640831941	0	0	-0.0	-0.0	-0.506843614779	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
4600	-0.00306796157577	0.013805827091	0.39883500485	0	0	-0.0	-0.0	-0.460766922527	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
4625	-0.00306796157577	0.013805827091	0.385029177759	0	0	-0.0	-0.0	-0.460766922527	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
4650	-0.00306796157577	0.013805827091	0.371223350668	0	0	-0.0	-0.0	-0.460766922527	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
4675	-0.00306796157577	0.013805827091	0.357417523577	0	0	-0.0	-0.0	-0.552920307032	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
4700	-0.00306796157577	0.013805827091	0.343611696486	0	0	-0.0	-0.0	-0.460766922527	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
4725	-0.00306796157577	0.013805827091	0.329805869395	0	0	-0.0	-0.0	-0.506843614779	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
4750	-0.00306796157577	0.013805827091	0.316000042304	0	0	-0.0	-0.0	-0.506843614779	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
4775	-0.00306796157577	0.013805827091	0.302194215213	0	0	-0.0	-0.0	-0.460766922527	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
4800	-0.00306796157577	0.013805827091	0.288388388123	0	0	-0.0	-0.0	-0.460766922527	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
4825	-0.00306796157577	0.013805827091	0.274582561032	0	0	-0.0	-0.0	-0.460766922527	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
4850	-0.00306796157577	0.013805827091	0.260776733941	0	0	-0.0	-0.0	-0.460766922527	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
4878	-0.00306796157577	0.013805827091	0.24697090685	0	0	-0.0	-0.0	-0.552920307032	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
4908	-0.00306796157577	0.013805827091	0.231631098971	0	0	-0.0	-0.0	-0.460766922527	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
4932	-0.00306796157577	0.013805827091	0.216291291092	0	0	-0.0	-0.0	-0.460766922527	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
4956	-0.00306796157577	0.013805827091	0.204019444789	0	0	-0.0	-0.0	-0.460766922527	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
4981	-0.00306796157577	0.013805827091	0.190213617698	0	0	-0.0	-0.0	-0.460766922527	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
5006	-0.00306796157577	0.013805827091	0.176407790607	0	0	-0.0	-0.0	-0.506843614779	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
5032	-0.00306796157577	0.013805827091	0.162601963516	0	0	-0.0	-0.0	-0.506843614779	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
5058	-0.00306796157577	0.013805827091	0.148796136425	0	0	-0.0	-0.0	-0.460766922527	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
5082	-0.00306796157577	0.013805827091	0.134990309334	0	0	-0.0	-0.0	-0.506843614779	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
5107	-0.00306796157577	0.013805827091	0.122718463031	0	0	-0.0	-0.0	-0.506843614779	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
5133	-0.00306796157577	0.013805827091	0.10891263594	0	0	-0.0	-0.0	-0.460766922527	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
5159	-0.00306796157577	0.013805827091	0.0966407896368	0	0	-0.0	-0.0	-0.460766922527	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
5184	-0.00306796157577	0.013805827091	0.0843689433337	0	0	-0.0	-0.0	-0.460766922527	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
5209	-0.00306796157577	0.013805827091	0.0705631162427	0	0	-0.0	-0.0	-0.506843614779	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
5234	-0.00306796157577	0.013805827091	0.0567572891518	0	0	-0.0	-0.0	-0.460766922527	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
5259	-0.00306796157577	0.013805827091	0.0429514620608	0	0	-0.0	-0.0	-0.506843614779	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
5283	-0.00306796157577	0.013805827091	0.0306796157577	0	0	-0.0	-0.0	-0.506843614779	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
5307	-0.00306796157577	0.013805827091	0.0184077694546	0	0	-0.0	-0.0	-0.368613538021	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
5331	-0.00306796157577	0.013805827091	0.0122718463031	0	0	-0.0	-0.0	-0.138230076758	0	0	0	0	0.5	1	NaN	0	0	0.5	1	NaN	0	0	0.5	1	NaN
5357	-0.00306796157577	0.013805827091	0.0122718463031	0	0	-0.0	-0.0	0.0	0	0	0	0.785398163397	1	1	NaN	0	1.57079632679	1	1	NaN	0	0	1	1	NaN
5373	-0.00306796157577	0.013805827091	0.0122718463031	0	0	-0.0	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5386	-0.0	0.013805827091	0.0107378655152	0	0	0.184306769011	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5398	0.00766990393943	0.013805827091	0.0122718463031	0	0	0.460766922527	-0.0	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5411	0.0184077694546	0.0153398078789	0.0122718463031	0	0	0.645073691537	0.184306769011	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5424	0.0306796157577	0.0245436926062	0.0122718463031	0	0	0.8754571528	0.460766922527	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5437	0.0444854428487	0.0352815581214	0.0122718463031	0	0	0.967610537306	0.645073691537	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5450	0.0582912699397	0.0475534044245	0.0107378655152	0	0	1.01368722956	0.829380460548	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5463	0.0736310778185	0.0613592315154	0.0122718463031	0	0	1.01368722956	0.921533845053	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5476	0.0889708856974	0.0751650586064	0.0122718463031	0	0	1.01368722956	0.967610537306	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5489	0.104310693576	0.0905048664853	0.0122718463031	0	0	1.01368722956	0.967610537306	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5501	0.118116520667	0.104310693576	0.0107378655152	0	0	0.967610537306	0.967610537306	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5514	0.131922347758	0.118116520667	0.0122718463031	0	0	0.967610537306	0.967610537306	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5526	0.145728174849	0.133456328546	0.0107378655152	0	0	0.967610537306	0.967610537306	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5539	0.15953400194	0.147262155637	0.0107378655152	0	0	0.967610537306	1.01368722956	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5552	0.174873809819	0.161067982728	0.0107378655152	0	0	0.967610537306	1.01368722956	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5565	0.18867963691	0.176407790607	0.0107378655152	0	0	0.967610537306	0.967610537306	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5578	0.204019444789	0.190213617698	0.0107378655152	0	0	0.967610537306	0.967610537306	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5591	0.216291291092	0.202485464001	0.0107378655152	0	0	0.921533845053	0.921533845053	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5604	0.230097118183	0.216291291092	0.0107378655152	0	0	0.921533845053	0.967610537306	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5617	0.242368964486	0.231631098971	0.0107378655152	0	0	0.8754571528	0.921533845053	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5629	0.254640810789	0.243902945274	0.0107378655152	0	0	0.921533845053	0.967610537306	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5642	0.26844663788	0.259242753153	0.0107378655152	0	0	0.921533845053	0.967610537306	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5655	0.282252464971	0.271514599456	0.0122718463031	0	0	0.921533845053	0.967610537306	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5668	0.296058292062	0.286854407335	0.0107378655152	0	0	0.921533845053	0.921533845053	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5681	0.311398099941	0.299126253638	0.0122718463031	0	0	0.967610537306	0.967610537306	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5694	0.325203927032	0.312932080729	0.0107378655152	0	0	0.967610537306	0.967610537306	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5706	0.339009754123	0.328271888608	0.0107378655152	0	0	0.967610537306	0.967610537306	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5719	0.352815581214	0.343611696486	0.0107378655152	0	0	0.967610537306	0.967610537306	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5732	0.366621408305	0.357417523577	0.0107378655152	0	0	0.921533845053	0.967610537306	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5744	0.380427235396	0.36968936988	0.0107378655152	0	0	0.921533845053	1.01368722956	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5757	0.394233062487	0.385029177759	0.0107378655152	0	0	0.921533845053	0.921533845053	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5770	0.40650490879	0.397301024062	0.0107378655152	0	0	0.8754571528	0.921533845053	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5783	0.420310735881	0.409572870365	0.0107378655152	0	0	0.921533845053	0.921533845053	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5796	0.434116562972	0.426446659032	0.0107378655152	0	0	0.8754571528	0.921533845053	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5809	0.447922390063	0.441786466911	0.0107378655152	0	0	0.967610537306	0.921533845053	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5821	0.461728217154	0.452524332426	0.0107378655152	0	0	0.967610537306	0.967610537306	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5834	0.475534044245	0.467864140305	0.0107378655152	0	0	0.921533845053	0.967610537306	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5847	0.489339871336	0.481669967396	0.0122718463031	0	0	1.01368722956	0.967610537306	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5860	0.503145698426	0.495475794487	0.0107378655152	0	0	0.967610537306	0.967610537306	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5876	0.516951525517	0.512349583154	0.0107378655152	0	0	0.967610537306	0.921533845053	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5889	0.533825314184	0.529223371821	0.0107378655152	0	0	0.967610537306	0.967610537306	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5906	0.547631141275	0.541495218124	0.0107378655152	0	0	0.921533845053	0.921533845053	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5919	0.56603891073	0.559902987578	0.0107378655152	0	0	0.921533845053	0.921533845053	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5932	0.581378718609	0.575242795457	0.0107378655152	0	0	0.967610537306	0.967610537306	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5945	0.5951845457	0.589048622548	0.0107378655152	0	0	0.967610537306	0.921533845053	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5957	0.607456392003	0.602854449639	0.0107378655152	0	0	0.8754571528	0.921533845053	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5969	0.618194257518	0.615126295942	0.0107378655152	0	0	0.8754571528	0.967610537306	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5981	0.632000084609	0.628932123033	0.0107378655152	0	0	0.921533845053	0.967610537306	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5994	0.644271930912	0.642737950124	0.0107378655152	0	0	0.921533845053	0.967610537306	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6006	0.658077758003	0.656543777215	0.0107378655152	0	0	0.921533845053	0.921533845053	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6020	0.671883585094	0.668815623518	0.0107378655152	0	0	0.921533845053	0.921533845053	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6032	0.687223392973	0.684155431397	0.0107378655152	0	0	0.967610537306	0.967610537306	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6045	0.701029220064	0.699495239276	0.0107378655152	0	0	0.921533845053	0.967610537306	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6058	0.714835047155	0.714835047155	0.0107378655152	0	0	0.921533845053	0.967610537306	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6071	0.727106893458	0.727106893458	0.0122718463031	0	0	0.921533845053	0.967610537306	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6084	0.740912720549	0.742446701337	0.0107378655152	0	0	0.921533845053	0.921533845053	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6096	0.751650586064	0.756252528428	0.0107378655152	0	0	0.783303768295	0.921533845053	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6110	0.757786509216	0.770058355519	0.0107378655152	0	0	0.506843614779	1.01368722956	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6122	0.762388451579	0.786932144185	0.0107378655152	0	0	0.322536845769	1.05976392181	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6134	0.763922432367	0.799203990488	0.0107378655152	0	0	0.138230076758	1.01368722956	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6147	0.763922432367	0.814543798367	0.0122718463031	0	0	-0.0	0.967610537306	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6160	0.763922432367	0.828349625458	0.0107378655152	0	0	-0.0	0.921533845053	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6173	0.763922432367	0.842155452549	0.0107378655152	0	0	-0.0	0.8754571528	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6185	0.763922432367	0.854427298852	0.0107378655152	0	0	-0.0	0.921533845053	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6198	0.763922432367	0.868233125943	0.0107378655152	0	0	-0.0	0.921533845053	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6219	0.763922432367	0.880504972246	0.0107378655152	0	0	-0.0	0.967610537306	0.0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
